# periods, rho, phi
0.060103,58.443112,57.969097
0.056072,68.029966,58.192264
0.052311,66.605410,56.931079
0.048803,68.238019,56.479915
0.045529,67.186453,57.372135
0.042476,70.211451,55.365537
0.039627,70.534431,52.976780
0.036969,72.411386,53.652665
0.034490,80.441200,53.764167
0.032176,76.871178,54.710217
0.030018,77.289749,46.933939
0.028005,71.899549,51.083795
0.026127,86.214843,53.007668
0.024374,76.485879,48.718746
0.022740,79.330929,47.315731
0.021215,85.363179,47.269457
0.019792,82.139801,44.888820
0.018464,95.111215,44.304679
0.017226,81.386535,45.654753
0.016071,72.433200,45.951263
0.014993,74.328811,44.760593
0.013987,75.196767,43.743527
0.013049,82.698295,45.495030
0.012174,77.742848,47.454783
0.011357,78.499459,46.510069
0.010596,80.135837,45.343884
0.009885,69.499353,45.601452
0.009222,76.344161,41.326405
0.008603,58.583354,44.344071
0.008026,56.062820,44.832593
0.007488,74.291711,46.598349
0.006986,70.329885,45.380765
0.006517,70.076543,44.518874
0.006080,68.965491,44.418599
0.005672,67.679628,42.127065
0.005292,76.688722,44.473523
0.004937,71.828207,46.090845
0.004606,65.374139,44.998948
0.004297,69.496027,44.328699
0.004009,65.768320,44.555149
0.003740,71.062839,47.056574
0.003489,64.477520,48.393066
0.003255,71.507055,46.364618
0.003037,62.576863,40.024521
0.002833,73.065465,44.665844
0.002643,68.356642,44.324613
0.002466,71.554110,43.241433
0.002300,78.683516,43.315442
0.002146,75.172232,40.982423
0.002002,66.686023,48.649129
0.001868,73.189026,43.869659
0.001743,63.291145,46.653737
0.001626,71.574351,43.869582
0.001517,69.000626,44.917650
0.001415,64.979581,45.597955
0.001320,71.657276,49.528777
0.001232,70.054909,46.365777
0.001149,69.356243,47.616233
0.001072,67.051575,49.094264
0.001000,77.657495,47.922101
