# periods, rho, phi
1.189534,36.707777,28.037970
1.109752,35.784464,29.447445
1.035322,34.877094,30.497935
0.965883,33.226240,31.742551
0.901102,32.474636,33.111695
0.840665,30.642976,33.410982
0.784282,29.991089,34.831397
0.731681,30.204993,36.588816
0.682607,29.314211,36.623510
0.636825,29.577641,37.605447
0.594113,28.747507,39.856640
0.554266,28.833759,40.154774
0.517092,29.066118,41.286667
0.482411,29.153348,42.521190
0.450056,29.042028,43.601602
0.419871,29.032035,46.216448
0.391710,28.653392,46.406232
0.365438,28.898714,47.553262
0.340929,29.649363,48.467337
0.318063,30.767301,49.821774
0.296730,30.033272,50.171659
0.276829,30.587072,51.563978
0.258262,31.754094,52.990307
0.240940,32.346060,53.170901
0.224781,32.835659,53.499958
0.209705,34.476269,55.004545
0.195640,35.293128,54.950147
0.182518,36.202161,54.988628
0.170277,37.366103,56.377131
0.158857,39.192457,58.048411
0.148202,39.538016,56.851166
0.138262,42.214260,57.195783
0.128989,42.505801,57.597810
0.120338,43.293443,57.680766
0.112267,45.707378,57.988853
0.104737,48.198234,58.688986
0.097712,49.232945,58.488854
0.091159,50.199839,58.258136
0.085045,53.831007,58.663881
0.079341,55.123651,58.432257
0.074020,55.061416,58.262797
0.069055,58.472894,58.749603
0.064424,60.919316,58.238505
0.060103,61.047205,57.599635
0.056072,64.485415,57.363601
0.052311,65.730933,56.774579
0.048803,67.546484,56.311166
0.045529,68.771077,56.072764
0.042476,70.771383,55.225325
0.039627,72.131090,54.268151
0.036969,73.725585,53.887929
0.034490,76.415743,53.375845
0.032176,76.666131,53.008168
0.030018,77.500660,50.887927
0.028005,77.166162,51.143277
0.026127,80.519251,50.973851
0.024374,78.973012,49.538483
0.022740,79.739861,48.707341
0.021215,80.988572,48.164300
0.019792,80.236915,47.188056
0.018464,82.501607,46.568568
0.017226,79.566888,46.448628
0.016071,77.338739,46.122189
0.014993,77.229232,45.540175
0.013987,76.847403,45.035114
0.013049,77.749096,45.128572
0.012174,76.139628,45.311660
0.011357,75.687893,44.956416
0.010596,75.415562,44.595108
0.009885,72.720557,44.546392
0.009222,73.529549,43.632677
0.008603,69.405353,44.221269
0.008026,68.416519,44.312390
0.007488,71.801339,44.710319
0.006986,70.694755,44.500040
0.006517,70.368918,44.382647
0.006080,69.921090,44.425523
0.005672,69.469150,44.040809
0.005292,71.140732,44.571072
0.004937,70.101405,44.965058
0.004606,68.761962,44.803660
0.004297,69.579630,44.726102
0.004009,68.833170,44.820368
0.003740,69.909671,45.361764
0.003489,68.591711,45.635173
0.003255,70.087209,45.276009
0.003037,68.242614,44.063997
0.002833,70.489165,44.956257
0.002643,69.589142,44.894323
0.002466,70.251398,44.673052
0.002300,71.663455,44.672036
0.002146,70.958204,44.194619
0.002002,69.294857,45.732006
0.001868,70.641836,44.781733
0.001743,68.638690,45.325593
0.001626,70.324889,44.776818
0.001517,69.813172,44.986403
0.001415,68.990576,45.117573
0.001320,70.267275,45.914682
0.001232,70.010397,45.274069
0.001149,69.851897,45.522303
0.001072,69.352415,45.805979
0.001000,71.471718,45.610812
