# periods, rho, phi
0.365438,24.254488,43.005660
0.340929,24.514356,43.816675
0.318063,24.983785,45.115430
0.296730,24.081641,45.439076
0.276829,24.064838,46.867360
0.258262,24.506676,48.381612
0.240940,24.662631,48.654562
0.224781,24.713012,49.120765
0.209705,25.458957,50.847683
0.195640,25.789270,50.992712
0.182518,26.167946,51.271524
0.170277,26.570963,52.989303
0.158857,27.427632,55.036236
0.148202,27.545594,54.121034
0.138262,29.131896,54.840327
0.128989,29.079345,55.642223
0.120338,29.413181,56.136932
0.112267,30.856943,56.880916
0.104737,32.363704,58.035626
0.097712,32.948082,58.291626
0.091159,33.513537,58.533092
0.085045,35.907064,59.416185
0.079341,36.771341,59.676097
0.074020,36.782577,60.004337
0.069055,39.243359,60.964929
0.064424,41.040295,60.967539
0.060103,41.318091,60.853042
0.056072,43.986536,61.114779
0.052311,45.196272,61.040349
0.048803,46.930298,61.071676
0.045529,48.441826,61.291563
0.042476,50.450908,60.936285
0.039627,52.084993,60.457985
0.036969,54.250205,60.470479
0.034490,57.358747,60.326605
0.032176,58.881875,60.270148
0.030018,60.068234,58.586526
0.028005,61.718890,58.997299
0.026127,66.288782,58.967594
0.024374,66.176326,57.730065
0.022740,68.420353,56.974660
0.021215,71.357037,56.419006
0.019792,72.259526,55.392974
0.018464,76.153715,54.631824
0.017226,75.550689,54.280329
0.016071,75.272742,53.674517
0.014993,76.731965,52.766752
0.013987,77.844056,51.878461
0.013049,80.498458,51.526065
0.012174,80.395098,51.225284
0.011357,80.966260,50.368195
0.010596,81.531630,49.480211
0.009885,79.397111,48.885949
0.009222,80.538480,47.425329
0.008603,76.614606,47.463588
0.008026,75.745487,47.018511
0.007488,79.606044,46.899955
0.006986,78.197862,46.201822
0.006517,77.550010,45.630229
0.006080,76.676706,45.258640
0.005672,75.687724,44.503796
0.005292,76.964086,44.712103
0.004937,75.223261,44.834100
0.004606,73.152966,44.451703
0.004297,73.374505,44.203682
0.004009,71.946890,44.176122
0.003740,72.417877,44.641185
0.003489,70.465669,44.879737
0.003255,71.499086,44.521771
0.003037,69.240146,43.341857
0.002833,71.065506,44.288493
0.002643,69.839153,44.298725
0.002466,70.258710,44.160342
0.002300,71.478081,44.246842
0.002146,70.659777,43.856543
0.002002,68.894487,45.475902
0.001868,70.226430,44.599503
0.001743,68.236838,45.206866
0.001626,69.951655,44.710017
0.001517,69.491335,44.959728
0.001415,68.730012,45.119807
0.001320,70.063726,45.935781
0.001232,69.863244,45.305619
0.001149,69.755423,45.557651
0.001072,69.297709,45.840314
0.001000,71.446230,45.641040
