# periods, rho, phi
0.000618,14.635325,36.128621
0.000604,12.430627,40.624497
0.000590,12.412671,48.814264
0.000577,12.317637,37.309296
0.000564,10.641290,44.969156
0.000551,12.438904,38.743665
0.000538,11.199700,39.636113
0.000526,12.455445,44.293360
0.000514,11.687615,32.698288
0.000502,10.176625,36.776244
0.000491,10.031736,46.487392
0.000480,7.503742,32.817642
0.000469,13.118188,42.452850
0.000458,13.435106,34.566498
0.000448,10.763098,29.124816
0.000437,10.191133,45.442077
0.000427,12.824702,43.086969
0.000418,12.057477,38.085123
0.000408,13.568441,38.760721
0.000399,12.432341,34.223453
0.000390,10.805709,38.859768
0.000381,11.629419,38.143519
0.000372,9.323330,37.683988
0.000364,12.227403,43.126378
0.000355,9.662102,28.871573
0.000347,10.930383,51.243428
0.000339,10.327309,41.136067
0.000332,12.347753,38.483983
0.000324,9.714284,42.310908
0.000317,11.954632,32.263976
0.000309,11.992155,36.775072
0.000302,12.123910,46.769375
0.000296,10.610195,45.305521
0.000289,8.901367,37.827770
0.000282,11.449885,44.782416
0.000276,10.792610,43.222632
0.000269,10.745862,40.781771
0.000263,10.092681,42.782968
0.000257,7.881402,46.396427
0.000251,8.728387,47.674495
0.000246,10.127718,37.931807
0.000240,11.714902,40.177761
0.000235,10.381673,39.420492
0.000229,11.896210,42.835843
0.000224,8.865165,40.834767
0.000219,9.914305,31.124024
0.000214,6.159169,44.296866
0.000209,10.601992,41.286904
0.000204,10.887412,40.229108
0.000200,13.634987,41.501539
0.000195,10.627657,34.968550
0.000191,9.859453,37.892546
0.000186,8.734476,39.863892
0.000182,10.646831,42.966769
0.000178,9.211068,37.713332
0.000174,7.853697,43.992608
0.000170,9.961273,46.022755
0.000166,9.544924,41.951913
0.000162,10.896378,45.018522
0.000159,12.399964,38.518652
0.000155,11.064761,46.107518
0.000151,10.131270,39.227761
0.000148,11.345713,39.534744
0.000145,9.054201,47.865280
0.000141,8.799808,35.183854
0.000138,7.929175,49.051122
0.000135,11.246840,41.567383
0.000132,8.204250,44.961737
0.000129,9.396008,35.366033
0.000126,10.153912,42.192159
0.000123,9.023944,31.750107
0.000120,11.950399,46.722209
0.000118,8.900156,42.809269
0.000115,10.258342,37.127733
0.000112,11.615516,40.324495
0.000110,8.307293,47.143263
0.000107,9.187465,49.082314
0.000105,6.663009,41.544448
0.000102,7.923274,43.071794
0.000100,11.229645,38.493343
